context;importance;human;response
"50

“aumentarse” como incluir nuevos productos o servicios87 y “ampliarse” como hacer más generales los productos o servicios que fueron indicados de forma limitada88

	Descripciones de los productos o servicios que no son aceptables en la solicitud.

A continuación, se identifican algunas situaciones que generan un requerimiento por parte de la oficina a fin de tener total claridad sobre los productos o servicios que pretende identificar la marca solicitada:

	Descripciones ambiguas sobre los productos o servicios.

	Descripciones que no identifiquen el producto o servicio

Clase 11 “Sistema compuesto por cubiertas plásticas”

En este supuesto no se sabe qué producto es el que pretende distinguir la marca, y, por ende, no habrá forma de clasificarlo.";Alta;"Cuál es el problema con la descripción de los productos o servicios en la clase 11 ""Sistema compuesto por cubiertas plásticas""?";"La descripción de los productos o servicios en la clase 11 ""Sistema compuesto por cubiertas plásticas"" no es específica lo suficiente para identificar claramente el producto. Como resultado, no se puede determinar qué exactamente pretende distinguir la marca, lo cual impide que se pueda clasificar adecuadamente el producto o servicio en cuestión según las regulaciones de patentes y marcas."
"Si bien ambos productos son prendas de vestir, conforme a su uso, materia o destino, se clasifican en clases distintas: mientras las prendas de vestir en general corresponden a la clase 25, el vestuario de protección se clasifica en la clase 9.

	Concepto general de un producto que en particular pertenece a distintas clases

Clase 16 “Bolsas para guardar”

51

La descripción es ambigua porque existen muchas otras bolsas para guardar algo que se encuentran en clases diversas, como, por ejemplo:

“Bolsas para sacos de dormir”, en la clase 24. “Bolsas de agua caliente”, en la clase 11. “Bolsa de aspiradora”, en la clase 7.";Alta;En qué clase se clasifica una bolsa para guardar sacos de dormir?;Según el contexto proporcionado, una bolsa para guardar sacos de dormir se clasifica en la clase 24.
"En estos casos, se sugiere revisar la lista alfabética para buscar descripciones ya aceptadas, o bien alguna descripción que sirva como analogía, por ejemplo, “bolsas de papel o plástico para embalar”.

	Palabras y otros términos no permitidos en la descripción de productos o servicios.

Las oficinas no permitirán que la descripción de los productos o servicios contenga términos que puedan vulnerar derechos de terceros, pues al señalarlos en la descripción de los productos o servicios vulgarizan un término que puede tener derechos adquiridos, ya sean individuales o colectivos como se explica a continuación:

	Marcas registradas";Alta;Cuáles tipos de términos no están permitidos en la descripción de productos o servicios según el documento?;Según el documento, los términos no permitidos en la descripción de productos o servicios incluyen marcas registradas. Estas son marcas que tienen derechos adquiridos, ya sean individuales o colectivos, y su uso en las descripciones puede vulnerar esos derechos.
"Marcas registradas

Se da el caso que por un uso constante en el mercado ciertas marcas registradas sean identificadas como un término de uso generalizado para identificar principalmente cierto tipo de productos. Por ejemplo:

Clase 9: “Aparatos para reproducir música e imágenes, incluyendo BLURAY y otros dispositivos de reproducción de imágenes”

BLURAY es una marca registrada surtiendo todos sus efectos y si las oficinas lo aceptan como un término en su descripción de productos estarán fomentando la vulgarización de una marca registrada, la cual tiene derechos adquiridos.";Alta;"Cuál es el riesgo de utilizar ""BLURAY"" como un término generalizado en la descripción de productos pertenecientes a la Clase 9?";"El riesgo de utilizar ""BLURAY"" como un término generalizado en la descripción de productos pertenecientes a la Clase 9 es que podrías estar fomentando la vulgarización de una marca registrada. Dado que BLURAY es una marca registrada, su uso como un término genérico podría llevar a perder los derechos adquiridos sobre esta marca, lo cual podría resultar en complicaciones legales y pérdida de protección para el titular de la marca."
"En este supuesto caben salvedades como marcas registradas compuestas del nombre de un producto que no tienen relación con los productos que amparan. Por ejemplo, si existiera una marca TAMARINDO para distinguir “muebles” de la clase 21 y un solicitante presenta una solicitud en la clase 31 para “tamarindos sin procesar”, en estos casos, no habría impedimento.

En caso de que la solicitud incluya una marca registrada dentro de la descripción de los productos o servicios que pretende identificar, la oficina debe requerir al solicitante para que elimine de su descripción ese término y, en su caso, se indique el nombre del producto y opcionalmente podrá dar opciones de cómo redactarlo.

52

	Indicaciones geográficas / denominaciones de origen.89";Alta;Cuáles son los pasos que debe seguir la oficina si una solicitud incluye una marca registrada dentro de la descripción de productos o servicios?;Si una solicitud incluye una marca registrada dentro de la descripción de productos o servicios, la oficina debe requerir al solicitante que elimine ese término de su descripción. Además, se debe indicar el nombre del producto, y opcionalmente, se pueden proporcionar opciones para cómo redactarlo.
"En algunos casos, la descripción de productos o servicios incluye términos que constituyen una indicación geográfica / denominación de origen con la intención de especificar más a detalle lo que se pretende proteger. Ejemplos:

Clase 30: “Café Villa Rica, Café de Colombia, café tostado en general”

Clase 33: “Bebidas alcohólicas, a saber, vinos, vodka, pisco, ron, aguardiente, tequila, jerez”

Clase 41: “Servicios recreativos relacionados con el senderismo en la ruta del cacao arriba”

Café Villa Rica, Café de Colombia, Tequila, Pisco y el Cacao Arriba son denominaciones de origen protegidas. Esta prohibición no sólo se restringe a indicaciones geográficas / denominaciones de origen protegidas por los Países Miembros de la CAN, también incluye las protegidas de otros países.";Alta;Cuáles son los ejemplos de productos o servicios que incluyen términos considerados como indicaciones geográficas o denominaciones de origen en las clases de patentes mencionadas?;"Los ejemplos de productos o servicios que incluyen términos considerados como indicaciones geográficas o denominaciones de origen en las clases de patentes mencionadas son:

- **Clase 30**: Café Villa Rica, Café de Colombia, café tostado en general.
- **Clase 33**: Vinos, vodka, pisco, ron, aguardiente, tequila, jerez.
- **Clase 41**: Servicios recreativos relacionados con el senderismo en la ruta del cacao arriba.

Estos términos están protegidos y no pueden ser utilizados de manera libre por otros sin autorización, ya sean denominaciones de origen protegidas por los Países Miembros de la CAN o por otros países."
"En casos como estos, las oficinas requerirán al solicitante para que elimine de su descripción esos términos y, en su caso, se indique el nombre del producto y opcionalmente podrán dar opciones de cómo redactarlos.

Para el caso de Colombia, la oficina podrá aceptar la denominación de origen siempre que se señale la leyenda “producto protegido por la denominación de origen”, y en caso de no indicarlo, sin mediar requerimiento la oficina incluirá esa leyenda en su descripción.

	Productos o servicios de fantasía

Entiéndanse como productos o servicios de fantasía aquellos nombres que el solicitante ha inventado para identificar un producto o servicio en particular, por no tener una definición en un diccionario. Por ejemplo:

Clase 15: “churuco de dios; instrumentos musicales de viento”";Alta;Cuáles son las opciones que tiene el solicitante si la oficina requiere cambios en la descripción del producto?;"Si la oficina requiere cambios en la descripción del producto, el solicitante tendrá las siguientes opciones:

1. Eliminar los términos que se le solicitan retire.
2. Indicar el nombre del producto de manera adecuada.
3. En su caso, se pueden ofrecer opciones para redactar la descripción.

Estas son las opciones disponibles según el contexto proporcionado."
"Churuco de dios no tiene un significado en el diccionario, es un simple nombre que le dio el solicitante a un instrumento musical.

Las oficinas, en estos casos, requerirán al solicitante a fin de que aclare a qué se refiere con ese término y así determinar si el producto o servicio se encuentra debidamente clasificado.

	

	

	

	

	

	Frases que generan ambigüedad

No son permitidas las frases que pretenden identificar con más claridad una descripción de productos o servicios pero que en realidad generan ambigüedad, ya que únicamente indican ciertos productos o servicios sin agotar la descripción, por ejemplo:

“De manera enunciativa mas no limitativa” “Incluyendo, pero no limitado a”

Tampoco se aceptarán:

“Entre otros” “etcétera”

“y demás”

“similares a los anteriores”";Alta;Cuáles frases deben evitarse para evitar ambigüedad en la descripción de productos o servicios?;"Para evitar ambigüedad en la descripción de productos o servicios, se deben evitar las siguientes frases:

- De manera enunciativa mas no limitativa
- Incluyendo, pero no limitado a
- Entre otros
- etcétera
- etc.
- y demás
- similares a los anteriores"
"Las anteriores descripciones pretenden sustituir o dar continuidad a una descripción, pero no indican o precisan los productos o servicios.

	Palabras y otros términos permitidos en la descripción de productos o servicios.

Las oficinas podrán aceptar los siguientes términos que no estén en la Clasificación de Niza, pero sí en la práctica comercial cotidiana.

	Regionalismos.

Existe terminología de productos o servicios que son conocidos únicamente en la región de la CAN o bien dentro de algunos de los Países Miembros y aunque no formen parte de la lista alfabética de la Clasificación de Niza son aceptables en la descripción de productos y/o servicios. Por ejemplo:

Clase 31: “Palta sin procesar”.

Palta se conoce como “aguacate” en la Clasificación de Niza.

	Vocablos extranjeros.";Alta;Cuáles términos regionales son aceptables para describir productos o servicios según el documento?;"Según el contexto proporcionado, los términos regionales que son aceptables para describir productos o servicios incluyen:

- Terminología utilizada en la Comunidad del Canadá (CAN) o en algunos de sus Países Miembros, que no está incluida en la Clasificación de Niza pero es comúnmente conocida en dicha región.

Un ejemplo citado específicamente es ""palta sin procesar"", que se conoce como ""aguacate"" en la Clasificación de Niza pero puede ser utilizado para describir productos pertenecientes a la Clase 31."
"Vocablos extranjeros.

Existe terminología de productos o servicios que originalmente provienen de idioma distinto al castellano, pero por sus usos y costumbres en el comercio ya son conocidos y aceptados oficialmente en el idioma local con acepción común equivalente. Por ejemplo:

“laptop” “mouse”

“coaching”

54

	Términos incluyentes o que especifican los productos o servicios.

Los siguientes términos se aceptarán, acompañados siempre de una descripción de productos o servicios que no cause confusión con otras clases a la indicada en la solicitud y se entenderá que, además de dicha generalidad, el signo distingue el producto o servicio en particular, que clarifica que la descripción incluye el producto o servicio:";Alta;Qué tipo de términos se aceptarán en la descripción de productos o servicios según el contexto proporcionado?;Según el contexto proporcionado, los términos que se aceptarán en la descripción de productos o servicios son aquellos que especifican los productos o servicios y que no causen confusión con otras clases a la indicada en la solicitud. Además, se entiende que estos términos acompañados de una descripción clarificatoria distinguen el producto o servicio particular al que se refiere el signo.
"“principalmente” “particularmente” “especialmente” “tales como” “incluyendo”

“a saber”

Cuando se utilice la expresión “a saber”, se entenderá que se describe de forma limitativa lo que se desea distinguir.

Ejemplos de uso aceptado de estos términos son:

Clase 4: Combustibles, incluyendo, gasolina.

Clase 25: Prendas de vestir, particularmente, pantalones.

Clase 35: Servicios publicitarios, a saber, elaboración de campañas publicitarias a través de redes sociales.

Clase 42: Servicio de arquitectura, especialmente, arquitectura del paisaje.

Clase 41: Servicios educativos, tales como, impartición de clases de francés.

Clase 9: Software, incluyendo software contable Clase 7: Máquinas herramientas, a saber, fresadoras.";Alta;"Cuál es el significado de la expresión ""a saber"" en el contexto de la descripción de servicios registrables?";"En el contexto de la descripción de servicios registrables, la expresión ""a saber"" se utiliza para limitativamente describir ejemplos específicos de los servicios que se quieren distinguir. Específicamente, según el ejemplo proporcionado, cuando se usa ""a saber"", se indica que se están enumerando ejemplos ilustrativos y no exhaustivos del tipo de servicios publicitarios que se registran en la Clase 35."
"La indicación de la clase a la cual corresponden los productos o servicios (literal g) artículo 139 DA 486).

Las marcas se rigen por un principio de especialidad; es decir, estos signos distintivos, se registran con relación a ciertos productos o servicios y, por tanto, el derecho de exclusividad que tiene el titular se limita, por regla general, a los productos o servicios para los que fue registrada.

La DA 486 establece que la herramienta administrativa para clasificar los productos y/o servicios será la Clasificación Internacional de Productos y Servicios para el Registro de las Marcas (Clasificación de Niza)90, establecida por el Arreglo de Niza, tal cual lo establece el artículo 151:";Alta;Cuál es la herramienta administrativa utilizada para clasificar los productos y/o servicios según la DA 486?;Según el contexto proporcionado, la herramienta administrativa utilizada para clasificar los productos y/o servicios según la DA 486 es la Clasificación Internacional de Productos y Servicios para el Registro de las Marcas (Clasificación de Niza), establecida por el Arreglo de Niza.
"90 El Arreglo de Niza requiere que los Estados parte del Arreglo apliquen la Clasificación de Niza en el registro de marcas, ya sea como clasificación principal o subsidiaria. Perú es el único país Parte de este tratado

55

“Artículo 151. Para clasificar los productos y los servicios a los cuales se aplican las marcas, los Países Miembros utilizarán La Clasificación de Niza de Productos y Servicios para el Registro de las Marcas, establecida por el Arreglo de Niza del 15 de junio de 1957, con sus modificaciones vigentes.

Las clases de La Clasificación de Niza referida en el párrafo anterior no determinarán la similitud ni la disimilitud de los productos o servicios indicados expresamente”.";Alta;Cuál es el único país parte del Arreglo de Niza mencionado en el contexto?;El único país parte del Arreglo de Niza mencionado en el contexto es Perú.
"El Clasificador se divide en 45 clases, del número 1 a la 34 son para productos, de la 35 a la 45 son para servicios. Para clasificar el producto o servicio que se quiere distinguir con una marca, es necesario conocer los siguientes conceptos:

	Los productos son bienes o artículos que serán identificados por la marca tales como prendas de vestir, cosméticos, computadoras, etc.

	Los servicios son prestaciones que se realizan para el beneficio de alguien, tales como un servicio de renta de bienes inmuebles, servicios publicitarios o servicios educativos.

La Clasificación de Niza está estructurada de la siguiente forma:

	Cada clase cuenta con un título y una nota explicativa que ayudan a determinar si el producto o servicio se encuentra bien clasificado.";Alta;Cuáles son los rangos numéricos asignados para clasificar productos y servicios según el Clasificador descrito?;Los rangos numéricos asignados para clasificar productos son del 1 al 34, mientras que para servicios se utilizan los números del 35 al 45 según el Clasificador descrito.
"Contiene un listado, no exclusivo/comprehensivo, por orden alfabético de productos y servicios identificados por un “número base” que ayuda a administrar dicho listado para que tanto el solicitante como el examinador puedan clasificar correctamente.

	Si el producto o servicio no se encuentra especificado o referenciado en la lista alfabética, ni en los títulos, ni en las notas explicativas de cada clase, el clasificador cuenta con unas Observaciones Generales que sirven como guía interpretativa para clasificar productos y servicios.

	También cuenta con una guía del usuario que contempla algunas reglas específicas para una clasificación efectiva utilizando ciertas herramientas (uso de corchetes, paréntesis y asteriscos).";Alta;Qué proporciona el manual de marca en caso de que un producto o servicio no esté especificado en la lista alfabética?;En caso de que un producto o servicio no esté especificado en la lista alfabética, ni en los títulos, ni en las notas explicativas de cada clase, el manual de marca proporciona Observaciones Generales como guía interpretativa para clasificar esos productos y servicios.
