context;importance;human;response
"que no haya pagado las tasas de tramitación correspondientes.

Artículo 150.- Vencido el plazo establecido en el artículo 148, o si no se hubiesen presentado oposiciones, la oficina nacional competente procederá a realizar el examen de registrabilidad. En caso se hubiesen presentado oposiciones, la oficina nacional competente se pronunciará sobre éstas y sobre la concesión o denegatoria del registro de la marca mediante resolución.

Artículo 151.- Para clasificar los productos y los servicios a los cuales se aplican las marcas, los Países Miembros utilizarán la Clasificación Internacional de Productos y Servicios para el Registro de las Marcas, establecida por el Arreglo de Niza del 15 de junio de 1957, con sus modificaciones vigentes.";Alta;Cuál es el procedimiento que sigue la oficina nacional competente si se vence el plazo establecido en el artículo 148 o no se presentan oposiciones?;Según el contexto proporcionado en los artículos 150 y 151, si se vence el plazo establecido en el artículo 148 o no se presentan oposiciones, la oficina nacional competente procederá a realizar el examen de registrabilidad de la marca. No obstante, el contexto no contiene información sobre lo que ocurre si no se han pagado las tasas de tramitación correspondientes.
"Las clases de la Clasificación Internacional referida en el párrafo anterior no determinarán la similitud ni la disimilitud de los productos o servicios indicados expresamente.

CAPITULO III

De los Derechos y Limitaciones conferidos por la Marca

Artículo 152.- El registro de una marca tendrá una duración de diez años contados a partir de la fecha de su concesión y podrá renovarse por períodos sucesivos de diez años.";Alta;Cuál es el período de duración inicial del registro de una marca según el artículo 152?;El período de duración inicial del registro de una marca según el artículo 152 es de diez años.
Artículo 153.- El titular del registro, o quien tuviere legítimo interés, deberá solicitar la renovación del registro ante la oficina nacional competente, dentro de los seis meses anteriores a la expiración del registro. No obstante, tanto el titular del registro como quien tuviere legítimo interés gozarán de un plazo de gracia de seis meses, contados a partir de la fecha de vencimiento del registro, para solicitar su renovación. A tal efecto acompañará los comprobantes de pago de las tasas establecidas, pagando conjuntamente el recargo correspondiente si así lo permiten las normas internas de los Países Miembros. Durante el plazo referido, el registro de marca mantendrá su plena vigencia.;Alta;Dentro de qué período debe solicitarse la renovación del registro ante la oficina nacional competente?;Debido a la información proporcionada en el contexto, se debe solicitar la renovación del registro del marcado ante la oficina nacional competente dentro de los seis meses anteriores a la expiración del registro.
"A efectos de la renovación no se exigirá prueba de uso de la marca y se renovará de manera automática, en los mismos términos del registro original. Sin embargo, el titular podrá reducir o limitar los productos o servicios indicados en el registro original.

Artículo 154.- El derecho al uso exclusivo de una marca se adquirirá por el registro de la misma ante la respectiva oficina nacional competente.

Artículo 155.- El registro de una marca confiere a su titular el derecho de impedir a cualquier tercero realizar, sin su consentimiento, los siguientes actos:";Alta;Qué ocurre con la renovación del registro de una marca en términos de uso y productos o servicios indicados?;En términos de renovación, no se exigirá prueba de uso de la marca ni se requerirá que los productos o servicios sean utilizados. El registro será renovado automáticamente en los mismos términos del registro original. Sin embargo, el titular tiene la opción de reducir o limitar los productos o servicios indicados en el registro original si así lo desea.
"aplicar o colocar la marca o un signo distintivo idéntico o semejante sobre productos para los cuales se ha registrado la marca; sobre productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas, embalajes o acondicionamientos de tales productos;

		suprimir o modificar la marca con fines comerciales, después de que se hubiese aplicado o colocado sobre los productos para los cuales se ha registrado la marca; sobre los productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas, embalajes o acondicionamientos de tales productos;

	fabricar etiquetas, envases, envolturas, embalajes u otros materiales que reproduzcan o contengan la marca, así como comercializar o detentar tales materiales;";Alta;Qué acciones están prohibidas según el contexto proporcionado relacionadas con la marca registrada?;"Según el contexto proporcionado, las acciones prohibidas relacionadas con una marca registrada incluyen:

1. Aplicar o colocar la marca o un signo distintivo idéntico o semejante sobre productos para los cuales se ha registrado la marca; sobre productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas, embalajes o acondicionamientos de tales productos.
2. Suprimir o modificar la marca con fines comerciales, después de que se hubiese aplicado o colocado sobre los productos para los cuales se ha registrado la marca; sobre los productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas, embalajes o acondicionamientos de tales productos.
3. Fabricar etiquetas, envases, envolturas, embalajes u otros materiales que reproduzcan o contengan la marca, así como comercializar o detentar tales materiales.

Estas acciones están prohibidas para evitar el uso no autorizado y preservar la integridad de la marca registrada."
"usar en el comercio un signo idéntico o similar a la marca respecto de cualesquiera productos o servicios, cuando tal uso pudiese causar confusión o un riesgo de asociación con el titular del registro. Tratándose del uso de un signo idéntico para productos o servicios idénticos se presumirá que existe riesgo de confusión;

		usar en el comercio un signo idéntico o similar a una marca notoriamente conocida respecto de cualesquiera productos o servicios, cuando ello pudiese causar al titular del registro un daño económico o comercial injusto por razón de una dilución de la fuerza distintiva o del valor comercial o publicitario de la marca, o por razón de un aprovechamiento injusto del prestigio de la marca o de su titular;";Alta;Cuáles son los factores que determinan la existencia de riesgo de confusión en el uso de signos idénticos o similares a una marca registrada?;"Según el contexto proporcionado, los factores que determinan la existencia de riesgo de confusión en el uso de signos idénticos o similares a una marca registrada son:

1. El uso de un signo idéntico o similar a la marca registrada.
2. Este uso se realice respecto de productos o servicios.
3. El uso pueda causar confusión entre los consumidores, lo que podría llevar a un riesgo de asociación con el titular del registro.

En particular, si el signo usado es idéntico al de la marca registrada y se aplica a productos o servicios idénticos, se presumirá automáticamente que existe un riesgo de confusión."
"usar públicamente un signo idéntico o similar a una marca notoriamente conocida, aun para fines no comerciales, cuando ello pudiese causar una dilución de la fuerza distintiva o del valor comercial o publicitario de la marca, o un aprovechamiento injusto de su prestigio.

Artículo 156.- A efectos de lo previsto en los literales e) y f) del artículo anterior, constituirán uso de un signo en el comercio por parte de un tercero, entre otros, los siguientes actos:

		introducir en el comercio, vender, ofrecer en venta o distribuir productos o servicios con ese signo;

	importar, exportar, almacenar o transportar productos con ese signo; o,";Alta;Qué actos constituyen uso de un signo en el comercio según el artículo 156?;"Según el artículo 156, los actos que constituyen uso de un signo en el comercio por parte de un tercero incluyen:

- Introducir en el comercio productos o servicios con ese signo.
- Vender productos o servicios con ese signo.
- Ofrecer en venta productos o servicios con ese signo.
- Distribuir productos o servicios con ese signo.
- Importar productos con ese signo.
- Exportar productos con ese signo.
- Almacenar productos con ese signo.
- Transportar productos con ese signo."
emplear el signo en publicidad, publicaciones, documentos comerciales o comunicaciones escritas u orales, independientemente del medio de comunicación empleado y sin perjuicio de las normas sobre publicidad que fuesen aplicables.;Alta;Cuáles son los métodos permitidos para emplear el signo en publicidad según el documento?;"Según el contexto proporcionado, los métodos permitidos para emplear el signo en publicidad incluyen:

- En publicaciones
- En documentos comerciales
- En comunicaciones escritas

Además, se permite su uso en comunicaciones orales, independientemente del medio de comunicación empleado. Sin embargo, esto no excluye la posibilidad de que existan normas sobre publicidad aplicables que podrían restringir o regular ciertos usos."
"Artículo 157.- Los terceros podrán, sin consentimiento del titular de la marca registrada, utilizar en el mercado su propio nombre, domicilio o seudónimo, un nombre geográfico o cualquier otra indicación cierta relativa a la especie, calidad, cantidad, destino, valor, lugar de origen o época de producción de sus productos o de la prestación de sus servicios u otras características de éstos; siempre que ello se haga de buena fe, no constituya uso a título de marca, y tal uso se limite a propósitos de identificación o de información y no sea capaz de inducir al público a confusión sobre la procedencia de los productos o servicios.";Alta;Qué condiciones deben cumplirse para que un tercero pueda utilizar el nombre geográfico de su producto sin consentimiento del titular de la marca registrada?;"Para que un tercero pueda utilizar el nombre geográfico de su producto sin el consentimiento del titular de la marca registrada, deben cumplirse las siguientes condiciones:

1. El uso debe ser realizado de buena fe.
2. No puede constituirse en un uso a título de marca.
3. El propósito del uso debe limitarse a propósitos de identificación o información.
4. No debe inducir al público a confusión sobre la procedencia de los productos.

Estas condiciones permiten el uso del nombre geográfico sin necesidad de autorización, siempre y cuando se cumplan con las restricciones mencionadas."
"El registro de la marca no confiere a su titular, el derecho de prohibir a un tercero usar la marca para anunciar, inclusive en publicidad comparativa, ofrecer en venta o indicar la existencia o disponibilidad de productos o servicios legítimamente marcados; o para indicar la compatibilidad o adecuación de piezas de recambio o de accesorios utilizables con los productos de la marca registrada, siempre que tal uso sea de buena fe, se limite al propósito de información al público y no sea susceptible de inducirlo a confusión sobre el origen empresarial de los productos o servicios respectivos.";Alta;Cuáles actividades puede realizar un tercero sin infringir el derecho de exclusividad otorgado por la marca registrada?;"Un tercero puede realizar las siguientes actividades sin infringir el derecho de exclusividad otorgado por la marca registrada, siempre que se cumplan ciertas condiciones:

1. Usar la marca para anunciar productos o servicios propios, incluso en publicidad comparativa.
2. Ofrecer en venta productos o servicios legítimamente marcados.
3. Indicar la existencia o disponibilidad de productos o servicios legítimamente marcados.
4. Indicar la compatibilidad o adecuación de piezas de recambio o accesorios utilizables con los productos de la marca registrada.

Estas actividades están permitidas siempre y cuando se cumplan las siguientes condiciones:
- El uso sea de buena fe.
- Esté limitado al propósito de información al público.
- No pueda inducir a confusión sobre el origen empresarial de los productos o servicios respectivos."
