context;importance;human;response
"Reproduzcan o imiten el nombre del Estado, los gobiernos locales o sus símbolos oficiales, así como los nombres, siglas y símbolos oficiales de las instituciones, organismos y entidades públicas, o los signos que constituyan marca país, salvo que su registro se solicite por la autoridad competente;

	Reproduzcan o imiten signos de conformidad con normas técnicas, a menos que su registro sea solicitado por el organismo nacional competente en normas y calidades del país;

	Reproduzcan monedas o billetes de curso legal en el territorio del país, o de cualquier país,

títulos valores y otros documentos mercantiles, sellos, estampillas, timbres o especies fiscales en general;

	Reproduzcan, imiten o contengan la denominación de una variedad vegetal protegida en el país o en el extranjero, si el signo se destinara a productos o servicios relativos a esa variedad o su uso fuere susceptible de causar confusión o asociación con la variedad;

	Sean contrarios a la ley, a la moral, al orden público o a las buenas costumbres; o,

	Contengan la denominación de una especialidad tradicional garantizada protegida.

Los signos mencionados en los numerales 2, 5, 7 y 8 que no sean intrínsecamente capaces de distinguir los productos o servicios pertinentes podrán registrarse como marca cuando hubieren adquirido aptitud distintiva por efecto de su uso constante en el país para identificar los productos o servicios del solicitante o su causante de conformidad con lo previsto en el reglamento respectivo.

Asimismo, las formas tridimensionales usuales de los envases de productos, que hubieren adquirido aptitud distintiva por efecto de su uso constante en el país para identificar dichos productos, de conformidad con lo previsto en el reglamento respectivo, podrán registrarse como marca, en tanto no constituyan formas impuestas por la naturaleza del producto; sean necesarias para obtener un resultado técnico; o, la forma aporte un valor sustancial al producto.";Alta;Cuáles signos pueden registrarse como marca si no son intrínsecamente capaces de distinguir los productos o servicios pertinentes?;Según el contexto proporcionado, los signos que no sean intrínsecamente capaces de distinguir los productos o servicios pertinentes podrán registrarse como marca cuando hayan adquirido aptitud distintiva por efecto de su uso constante en el país para identificar los productos o servicios del solicitante o su causante, de acuerdo con lo previsto en el reglamento respectivo. Esto se aplica a los signos mencionados en los numerales 2, 5, 7 y 8 del contexto proporcionado.
"Art. 361.- Prohibiciones Relativas.- Tampoco podrán registrarse como marca los signos que afectaren derechos de terceros, tales como aquellos signos que:

	Sean idénticos o se asemejen, a una marca anteriormente solicitada para registro o registrada, para los mismos productos o servicios, o para productos o servicios respecto de los cuales el uso de la marca pudiera causar un riesgo de confusión o de asociación;

	Sean idénticos o se asemejen a un nombre comercial protegido, o, de ser el caso, a un rótulo o enseña, siempre que dadas las circunstancias, su uso pudiera originar un riesgo de confusión o de asociación;

	Sean idénticos o se asemejen a un lema comercial solicitado o registrado, siempre que dadas las circunstancias, su uso pudiera originar un riesgo de confusión o de asociación;

	Sean idénticos o se asemejen a un signo distintivo de un tercero, siempre que dadas las circunstancias su uso pudiera originar un riesgo de confusión o de asociación, cuando el solicitante sea o hubiese sido un representante, un distribuidor o una persona expresamente autorizada por el titular del signo protegido en el país o en el extranjero;

	Constituyan una reproducción, imitación, traducción, transliteración o transcripción, total o parcial, de un signo distintivo notoriamente conocido, cualesquiera que sean los productos o servicios a los que se aplique el signo, cuando su uso fuese susceptible de causar un riesgo de confusión o de asociación con ese tercero o con sus productos o servicios; un aprovechamiento injusto del prestigio del signo; o la dilución de su fuerza distintiva o de su valor comercial o publicitario;";Alta;Qué circunstancias deben darse para que un signo sea considerado similar a un nombre comercial protegido y, por lo tanto, no pueda ser registrado como marca?;"Según el contexto proporcionado en el artículo 361, un signo será considerado similar a un nombre comercial protegido y, por lo tanto, no podrá ser registrado como marca si se cumplen las siguientes circunstancias:

- El signo sea idéntico o se asemeje al nombre comercial protegido.
- Dadas estas condiciones de semejanza, su uso pudiera originar un riesgo de confusión o de asociación.

Estas circunstancias deben estar presentes para que la marca no pueda ser registrada debido a la posibilidad de causar confusión entre el público respecto al origen del producto o servicio."
"Consistan en un signo que afecte la identidad o prestigio de personas jurídicas con o sin fines de lucro, o personas naturales, en especial, tratándose del nombre, apellido, firma, título, hipocorístico, seudónimo, imagen, retrato o caricatura de una persona distinta del solicitante o identificada por el sector pertinente del público como una persona distinta del solicitante, salvo que se acredite el consentimiento de esa persona o de sus herederos;

	Consistan en un signo que infrinja el derecho de propiedad industrial o el derecho de autor de un tercero, salvo que medie el consentimiento de éste;

	Consistan en el nombre de los pueblos, nacionalidades y comunidades indígenas, afroamericanas o locales, o las denominaciones, las palabras, letras, caracteres o signos utilizados para distinguir sus productos, servicios o la forma de procesarlos, o que constituyan la expresión de su cultura o práctica o el nombre de sus conocimientos tradicionales, salvo que la solicitud sea presentada por la propia comunidad o con su consentimiento expreso;

Y;

	Consistan, incluyan o reproduzcan medallas, premios, diplomas u otros galardones, salvo por quienes los otorguen.

Art. 362.- Solicitud de mala fe.- Cuando la autoridad nacional competente en materia de derechos intelectuales tenga indicios razonables que le permitan inferir que un registro se hubiese solicitado de mala fe o para perpetrar, facilitar o consolidar un acto de competencia desleal, podrá denegar dicho registro.

Art. 363.- Del procedimiento de registro.- La solicitud para registro de una marca se presentará ante la autoridad nacional competente en materia de derechos intelectuales de acuerdo al contenido, requisitos y demás normas que disponga el reglamento correspondiente. De igual forma, el reglamento establecerá los requisitos, plazos y procedimientos, para, entre otros, el examen de la solicitud, su publicación, la presentación de oposiciones y la concesión o denegación de la solicitud.";Alta;Cuáles son las excepciones a la registrabilidad de marcas según el contexto proporcionado?;"Según el contexto proporcionado, existen varias excepciones a la registrabilidad de marcas:

1. **Signos que afectan la identidad o prestigio de personas jurídicas o naturales**: No se puede registrar un signo que use el nombre, apellido, firma, título, hipocorístico, seudónimo, imagen, retrato o caricatura de una persona distinta del solicitante, a menos que esa persona otorgue su consentimiento.

2. **Infracción de derechos de propiedad industrial o autor**: No se puede registrar un signo que infrinja los derechos de propiedad industrial o de autor de un tercero, salvo que este último dé su consentimiento.

3. **Uso de nombres específicos**: No se puede registrar el nombre de pueblos, nacionalidades y comunidades indígenas, afroamericanas o locales, ni las denominaciones, palabras, letras, caracteres o signos utilizados para distinguir sus productos, servicios o formas de procesarlos. Estos pueden ser considerados expresiones de su cultura o prácticas tradicionales, a menos que la solicitud sea presentada por dicha comunidad con su consentimiento expreso.

4. **Uso de galardones**: No se puede registrar medallas, premios, diplomas u otros galardones, salvo que sean otorgados por quienes los conceden.

Estas excepciones buscan proteger intereses específicos y evitar abusos en el registro de marcas."
"Art. 364.- Derecho al uso exclusivo de una marca.- El derecho al uso exclusivo de una marca se adquirirá por su registro ante la autoridad nacional competente en materia de derechos intelectuales.

La marca debe utilizarse tal cual fue registrada. Sólo se admitirán variaciones en elementos que no alteren el carácter distintivo del signo registrado.

Art. 365.- Duración del registro de una marca.- La adquisición de una marca tendrá una duración de diez años contados a partir de la fecha de su concesión y podrá renovarse por períodos sucesivos de diez años.

Art. 366.- Renovación de registro de marca.- El titular del registro, o quien tuviere legítimo interés, deberá solicitar la renovación del registro ante la autoridad nacional competente en materia de derechos intelectuales dentro de los seis meses anteriores a la expiración del registro. No obstante, tanto el titular del registro como quien tuviere legítimo interés gozarán de un plazo de gracia de seis meses contados a partir de la fecha de vencimiento del registro para solicitar su renovación. Durante el plazo referido, el registro de marca mantendrá su plena vigencia.

Para la renovación, no se exigirá prueba de uso de la marca. Bastará la presentación de la respectiva solicitud y la renovación se otorgará sin más trámite, en los mismos términos del registro original. Sin embargo, el titular podrá reducir o limitar los productos o servicios indicados en el registro original.

Art. 367.- Derechos conferidos por el registro de marca.-La adquisición de la marca confiere a su titular el derecho a impedir que terceras personas realicen sin su consentimiento cualquiera de los siguientes actos:

	Aplicar o colocar la marca o un signo distintivo idéntico o semejante sobre productos para los cuales se ha registrado la marca; sobre productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas, embalajes o acondicionamientos de tales productos;";Alta;Cuál es el plazo para solicitar la renovación del registro de una marca y qué ocurre si se excede este plazo?;El plazo para solicitar la renovación del registro de una marca es dentro de los seis meses anteriores a la expiración del registro. Si se excede este plazo, el titular o quien tenga legítimo interés gozarán aún de un plazo de gracia de seis meses contados a partir de la fecha de vencimiento del registro para solicitar su renovación. Durante este período de gracia, el registro de marca mantendrá su plena vigencia.
"Suprimir o modificar la marca con fines comerciales, después de que se hubiese aplicado o colocado sobre los productos para los cuales se ha registrado la marca; sobre los productos vinculados a los servicios para los cuales ésta se ha registrado; o sobre los envases, envolturas,

embalajes o acondicionamientos de tales productos;

	Fabricar etiquetas, envases, envolturas, embalajes u otros materiales que reproduzcan o contengan la marca, así como comercializar o detentar tales materiales;

	Usar en el comercio un signo idéntico o similar a la marca respecto de cualesquiera productos o servicios, cuando tal uso pudiera causar confusión o un riesgo de asociación con el titular del registro. Tratándose del uso de un signo idéntico para productos o servicios idénticos se presumirá que existe riesgo de confusión;

	Usar en el comercio un signo idéntico o similar a una marca notoriamente conocida respecto de cualesquiera productos o servicios, cuando ello pudiera causar al titular del registro un daño económico o comercial injusto por razón de una dilución de la fuerza distintiva o del valor comercial o publicitario de la marca, o por razón de un aprovechamiento injusto del prestigio de la marca o de su titular; y,

	Usar públicamente un signo idéntico o similar a una marca notoriamente conocida, aun para fines no comerciales, cuando ello pudiese causar una dilución de la fuerza distintiva o del valor comercial o publicitario de la marca, o un aprovechamiento injusto de su prestigio.

Art. 368.- Uso de un signo en el comercio por parte de un tercero.- A efectos de lo previsto en los numerales 4, 5 y 6 del artículo anterior, constituirán uso de un signo en el comercio por parte de un tercero, entre otros, los siguientes actos:

	Introducir en el comercio, vender, ofrecer en venta o distribuir productos o servicios con ese signo;

	Importar, exportar, almacenar o transportar productos con ese signo; o,";Alta;Qué acciones constituyen uso de un signo en el comercio según el artículo 368 mencionado?;"Según el artículo 368 mencionado, las acciones que constituyen uso de un signo en el comercio por parte de un tercero incluyen:

1. Introducir en el comercio los productos o servicios con ese signo.
2. Vender los productos o servicios con ese signo.
3. Ofrecer en venta los productos o servicios con ese signo.
4. Distribuir los productos o servicios con ese signo.

Además, también se incluyen las acciones relacionadas como:

1. Importar productos con ese signo.
2. Exportar productos con ese signo.
3. Almacenar productos con ese signo.
4. Transportar productos con ese signo."
"Emplear el signo en publicidad, publicaciones, documentos comerciales o comunicaciones escritas u orales, independientemente del medio de comunicación empleado y sin perjuicio de las normas sobre publicidad que fuesen aplicables.

Art. 369.- Uso de la marca por parte de terceros con propósitos informativos.- Siempre que se haga de buena fe y no constituya uso a título de marca, los terceros podrán, sin consentimiento del titular de la marca registrada, utilizar en el comercio su propio nombre, domicilio o seudónimo; un nombre geográfico; o, cualquier otra indicación cierta relativa a la especie, calidad, cantidad, destino, valor, lugar de origen o época de producción de sus productos o de la prestación de sus servicios u otras características de éstos; siempre que tal uso se limite a propósitos de identificación o de información y no sea capaz de inducir al público a error sobre la procedencia de los productos o servicios.

Art. 370.- Uso de marca para anuncio.- El registro de la marca no conferirá a su titular el derecho de prohibir a un tercero usar la marca para anunciar, inclusive en publicidad comparativa, ofrecer en venta o indicar la existencia o disponibilidad de productos o servicios legítimamente marcados; o, para indicar la compatibilidad o adecuación de piezas de recambio o de accesorios utilizables con los productos de la marca registrada; siempre que en ambos casos tal uso sea de buena fe, se limite el propósito de información al público para la venta y no sea susceptible de inducirlo a error o confusión sobre el origen empresarial de los productos respectivos.

Art. 371.- Del agotamiento del derecho.- El registro de una marca no conferirá el derecho de impedir a un tercero realizar actos de comercio respecto de un producto protegido por dicho registro, después de que ese producto se hubiese introducido en el comercio de cualquier país.";Alta;Cuáles son las excepciones permitidas para el uso de una marca registrada por terceros según los artículos 369, 370 y 371?;"Según los artículos mencionados:

Artículo 369 permite a terceros usar la marca registrada con propósitos informativos, siempre que se haga de buena fe y no constituya un uso a título de marca. Esto incluye el uso del nombre, domicilio o seudónimo; nombres geográficos; o cualquier otra indicación cierta relativa a las características de los productos o servicios, limitado a propósitos de identificación o información.

Artículo 370 permite el uso de la marca para anuncios, incluyendo publicidad comparativa. Esto se refiere a la venta legítima de productos marcados por terceros, indicar la existencia o disponibilidad de tales productos y señalar la compatibilidad o adecuación de piezas de recambio o accesorios. El uso debe ser de buena fe, limitado al propósito informativo para la venta y no susceptible de inducir confusión sobre el origen empresarial.

Artículo 371 establece que el agotamiento del derecho permite a terceros realizar actos comerciales respecto de un producto protegido por una marca registrada después de que dicho producto se haya introducido en el mercado, sin restricciones adicionales.

Estas excepciones permiten el uso limitado de la marca registrada por terceros para fines específicos, siempre y cuando no se utilice a título de marca ni se induzca error sobre el origen empresarial."
"Art. 372.- Prohibición de comercialización de productos y servicios identificados con la marca extranjera.- Cuando en un país miembro del Convenio de París, ADPIC o con los que el Ecuador tenga alguna clase de convenio en materia de propiedad industrial, se encuentre registrada una marca idéntica o similar a una registrada en el país pero a nombre de un titular diferente, para distinguir los mismos productos o servicios, se prohíbe la comercialización en el país de los productos o servicios identificados con la marca extranjera, salvo que los titulares de las marcas

suscriban acuerdos que permitan dicha comercialización.

En caso de llegarse a tales acuerdos, las partes deberán asumir las obligaciones necesarias para evitar la confusión del público respecto del origen de las mercancías o servicios de que se trate, incluyendo lo relativo a la identificación del origen de los productos o servicios en cuestión con caracteres destacados y proporcionales a los mismos para la debida información al público consumidor. Esos acuerdos deberán respetar el interés público y las normas sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal. Además, se inscribirán ante la autoridad nacional competente en materia de derechos intelectuales.

En cualquier caso, no se prohibirá la importación de un producto o servicio que se encuentre en la situación descrita en el primer párrafo de este artículo, cuando la marca no esté siendo utilizada en el país, según lo dispuesto en el artículo 380, salvo que el titular de dicha marca demuestre ante la autoridad nacional competente en materia de derechos intelectuales, que la no utilización de la marca obedece a causas justificadas.";Alta;Qué ocurre con la importación de un producto o servicio que tiene una marca registrada en otro país, pero no está siendo utilizado en el país donde se intenta importarlo?;"Según el contexto proporcionado, si un producto o servicio tiene una marca registrada en otro país pero no está siendo utilizado en el país donde se intenta importarlo, la importación no está prohibida. Sin embargo, si el titular de la marca demuestra ante la autoridad nacional competente que la no utilización de la marca obedece a causas justificadas, entonces podría haber una prohibición en la importación.

En resumen, la importación está permitida en este caso, siempre y cuando no se demuestre una causa justificada para el no uso de la marca en el país de destino."
"Art. 373.- Obligación de indicar el lugar de fabricación del producto o servicio.- Cuando la marca consista en un nombre geográfico, no podrá comercializarse el producto o prestarse el servicio sin indicarse en forma visible y claramente legible, el lugar de fabricación del producto u origen del servicio.

Art. 374.- Transferencia de registro de la marca.- Un registro de marca o una solicitud en trámite de registro es transferible por acto entre vivos y transmisible por causa de muerte, con o sin la empresa a la cual pertenece.

Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales y surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.

A efectos de la inscripción, la transferencia deberá constar por escrito.

Cualquier persona interesada podrá solicitar la inscripción de una transferencia. No obstante, la autoridad nacional competente podrá denegar dicha inscripción si la transferencia acarreare riesgo de confusión o de asociación.

Art. 375.- Licencia para la explotación de la marca.- Un registro de marca o una solicitud en trámite de registro podrá ser objeto de licencia a uno o más terceros para la explotación de la marca respectiva.

Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales y surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de

derechos intelectuales.

Cualquier persona interesada podrá solicitar la inscripción de una licencia.";Alta;Cuáles son los requisitos para inscribir una transferencia o licencia de marca ante la autoridad nacional competente en materia de derechos intelectuales?;"Para inscribir una transferencia o licencia de marca ante la autoridad nacional competente en materia de derechos intelectuales, se requiere cumplir con los siguientes requisitos:

1. **Forma Escrita**: Ambas transferencias y licencias deben constar por escrito.
2. **Inscripción Antes de Efectos**: Las transferencias y licencias surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.

Estos requisitos se aplican tanto para transferencias como para licencias, garantizando que las operaciones sean registradas formalmente y estén protegidas legalmente."
"Art. 376.- Inscripción de los contratos de transferencia o licencia.- La autoridad nacional competente en materia de derechos intelectuales no inscribirá los contratos a través de los cuales se transfiera o se conceda licencia para la explotación de marcas que no se ajusten a las disposiciones del Régimen Común de Tratamiento a los Capitales Extranjeros y sobre Marcas, Patentes, Licencias y Regalías, o que no se ajusten a las disposiciones comunitarias o nacionales sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal. Caso contrario, en lo que fuere pertinente, se estará a lo dispuesto en la Ley Orgánica de Regulación y Control del Poder de Mercado y se aplicarán las sanciones previstas en la misma.

Las sub-licencias requerirán autorización expresa del titular de los derechos.

Art. 377.- Modificaciones al registro.- El titular de una marca registrada deberá pedir a la autoridad nacional competente en materia de derechos intelectuales que se inscriba cualquier cambio en el nombre, dirección u otros datos del titular, de su representante o apoderado. En caso contrario, cualquier notificación realizada conforme a los datos que figuren en el registro se reputará válida.

Art. 378.- De la cancelación de registro de una marca por falta de uso.- Se cancelará el registro de una marca a solicitud de cualquier persona interesada cuando, sin motivo justificado, la marca no se hubiese utilizado por su titular, por su licenciatario o por otra persona autorizada para ello, durante los tres años consecutivos precedentes a la fecha en que se inicie la acción de cancelación. La cancelación de un registro por falta de uso de la marca también podrá solicitarse como defensa en un procedimiento de oposición interpuesto con base en la marca no usada.";Alta;Cuáles son las condiciones bajo las cuales la autoridad nacional competente en materia de derechos intelectuales no inscribirá contratos de transferencia o licencia de marcas?;Según el contexto proporcionado, la autoridad nacional competente en materia de derechos intelectuales no inscribirá los contratos de transferencia o licencia de marcas que no se ajusten a las disposiciones del Régimen Común de Tratamiento a los Capitales Extranjeros y sobre Marcas, Patentes, Licencias y Regalías. Además, también deben cumplir con las disposiciones comunitarias o nacionales sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal.
"No obstante lo previsto en el párrafo anterior, no podrá iniciarse la acción de cancelación antes de transcurridos tres años contados a partir de la fecha de notificación de la resolución que agote el procedimiento de registro de la marca respectiva en la vía administrativa.

Art. 379.- Casos de fuerza mayor o caso fortuito.- El registro no podrá cancelarse cuando el titular demuestre que la falta de uso se debió a fuerza mayor, caso fortuito o limitaciones oficiales impuestos a los bienes y servicios protegidos por la marca.

Art. 380.- Características del uso de la marca.- Se entenderá que una marca se encuentra en uso cuando los productos o servicios que ella distingue han sido puestos en el comercio o se encuentran disponibles en el mercado bajo esa marca, en la cantidad y del modo que normalmente corresponde, teniendo en cuenta la naturaleza de los productos o servicios y las modalidades bajo las cuales se efectúa su comercialización en el mercado.

Con sujeción a lo dispuesto en el inciso anterior, también se considerará que una marca se encuentra en uso, en los siguientes casos:

	Cuando se hubiesen introducido y distribuido en el mercado productos genuinos con la marca

registrada, por personas distintas del titular del registro; y,

	Cuando distinga exclusivamente productos que son exportados desde el país, según lo establecido en el párrafo anterior.

Art. 381.- Uso de la marca que difiera de la forma en que fue registrada.- El uso de una marca en modo tal que difiera de la forma en que fue registrada sólo en cuanto a elementos que no alteren su carácter distintivo, no motivará la cancelación del registro por falta de uso, ni disminuirá la protección que corresponda a la marca.

Art. 382.- Pruebas para identificar el uso de la marca.- La carga de la prueba del uso de la marca corresponderá al titular del registro.";Alta;Cuál es el plazo mínimo antes del cual no se podrá iniciar la acción de cancelación de una marca por falta de uso?;El plazo mínimo antes del cual no se podrá iniciar la acción de cancelación de una marca por falta de uso es de tres años, contados a partir de la fecha de notificación de la resolución que agote el procedimiento de registro de la marca respectiva en la vía administrativa.
