context;importance;human;response
Para marcas sonoras, por ejemplo, la representación gráfica se puede cumplir a través de las notas y espacios especificados en un pentagrama, si se trata de una melodía, o mediante la presentación de un sonograma o espectrograma en el caso de otros sonidos, sin perjuicio de que las oficinas nacionales también puedan requerir que la representación de este tipo de marcas consista en una grabación analógica o digital. Más adelante, en el apartado dedicado al examen de forma, se tratará con detalle la representación gráfica de este y otros tipos de marca.;Mediana;Cuáles son las formas permitidas para representar gráficamente una marca sonora?;"Las formas permitidas para representar gráficamente una marca sonora incluyen:

1. **Melodías:** Se pueden representar a través de notas y espacios especificados en un pentagrama.
2. **Otros Sonidos:** Podrían presentarse mediante el uso de un sonograma o espectrograma.

Además, se menciona que las oficinas nacionales podrían requerir una grabación analógica o digital como representación de este tipo de marcas, aunque esto no se considera una forma gráfica estrictamente hablando."
Finalmente, en la última parte del precepto legal se precisa que el registro de las marcas no depende de la naturaleza del producto o servicio de que se trate, la posibilidad de registro dependerá en todo caso, del cumplimiento de los requisitos legales sine quanon es decir, que el signo debe reunir los requisitos previstos por la norma, además de no incurrir en alguna de las causales de irregistrabilidad previstas en la DA 486.;Mediana;Cuáles son los factores determinantes para el registro de una marca según el precepto legal mencionado?;"Según el precepto legal mencionado, los factores determinantes para el registro de una marca son:

1. Que el signo (la marca) cumpla con los requisitos legales establecidos.
2. Que no incurrir en ninguna de las causales de irregistrabilidad previstas en la DA 486.

Estos son los únicos factores mencionados como determinantes para el registro, independientemente de la naturaleza del producto o servicio al que se refiera la marca."
"Ahora bien, en cuanto a los requisitos de registrabilidad de un signo como marca, cabe mencionar también la perceptibilidad, que, si bien no está expresamente incluida en los términos del artículo 134 citado, sí se encuentra implícita en la noción de marca. A propósito de la perceptibilidad, ha manifestado el TJCA que esta “hace referencia a todo elemento, signo o indicación que pueda ser captado por los sentidos para que, por medio de estos, la marca penetre en la mente del público, el cual la asimila con facilidad” 9. En otros términos, la marca tiene que ser perceptible por los sentidos para que a través de estos pueda ser identificada por el consumidor.

9

	Clasificación de los tipos de marcas.";Mediana;Qué significa la perceptibilidad en el contexto de las marcas y cómo afecta su registrabilidad?;"La perceptibilidad en el contexto de las marcas se refiere a cualquier elemento, signo o indicación que pueda ser percibido por los sentidos. Esta percepción es crucial porque permite que la marca entre en la mente del público y sea fácilmente asimilada.

Para que una marca sea registrable, debe ser perceptible a través de uno o más de nuestros sentidos (vista, tacto, gusto, olfato o audición). Esto significa que el consumidor debe poder identificarla con facilidad a través de estos sentidos. Si una marca no puede ser percibida por los sentidos, es menos probable que sea reconocible y registrable.

En resumen, la perceptibilidad es un factor importante para la registrabilidad de las marcas ya que garantiza que el público pueda identificarla fácilmente a través de los sentidos."
"El artículo 134, además de establecer los requisitos que deben cumplir los signos para ser registrables como marca, presenta una lista no exhaustiva de signos que pueden ser considerados como tales, a saber:

“(…)

Podrán constituir marcas, entre otros, los siguientes signos:

	las palabras o combinación de palabras;

	las imágenes, figuras, símbolos, gráficos, logotipos, monogramas, retratos, etiquetas, emblemas y escudos;

	los sonidos y los olores;

	las letras y los números;

	un color delimitado por una forma, o una combinación de colores;

	la forma de los productos, sus envases o envolturas;

	cualquier combinación de los signos o medios indicados en los apartados anteriores”.";Mediana;Qué tipo de signos pueden constituirse como marcas según el artículo 134?;"Según el artículo 134, los signos que pueden constituirse como marcas incluyen:

- Palabras o combinaciones de palabras
- Imágenes, figuras, símbolos, gráficos, logotipos, monogramas, retratos, etiquetas, emblemas y escudos
- Sonidos
- Olores
- Letras y números
- Un color delimitado por una forma o una combinación de colores
- La forma de los productos, sus envases o envolturas
- Cualquier combinación de los signos o medios mencionados anteriormente"
"Como se puede apreciar, en esta lista no taxativa existen signos que se perciben de diferentes maneras por el consumidor, por ejemplo una palabra que es percibida por la vista; o los signos consistentes en olores, que se captan por el sentido del olfato.

A efectos de definir los diferentes tipos de signos que pueden ser objeto de protección como marca en la CAN, seguiremos la clasificación de marcas tradicionales y no tradicionales.

	Marcas tradicionales.

En este tipo de marcas nos encontramos con las marcas denominativas, las figurativas y las mixtas, constituidas por palabras, letras, números, dibujos y sus combinaciones.";Mediana;Cuáles son los tipos de marcas tradicionales mencionados en el contexto?;"Según el contexto proporcionado, los tipos de marcas tradicionales mencionados son:

1. Marcas denominativas: estas se compusieren únicamente de palabras.
2. Figurativas: estas estarán formadas por dibujos o imágenes.
3. Mixtas: estas combinan elementos de las dos anteriores, es decir, incluirán tanto palabras como dibujos u imágenes."
"Estas marcas han sido denominadas por la doctrina a nivel mundial como “tradicionales”, pues, por una parte, son las que en mayor medida son utilizadas en el tráfico comercial para identificar productos o servicios y, por otra parte, la mayoría de los registros de marcas concedidos por las oficinas de propiedad industrial corresponden a este tipo de marcas. Se caracterizan, además, porque tanto en las marcas denominativas, las figurativas y las mixtas se cumple con facilidad el requisito de la representación gráfica, como veremos a continuación.

	Marcas denominativas.

Las marcas denominativas, también conocidas como nominativas o verbales, encuentran su fundamento en los literales a) y d) del artículo 134, siendo estas marcas las que se

10";Mediana;Cuáles son los tipos de marcas mencionados en el contexto?;"Según el contexto proporcionado, los tipos de marcas mencionados son:

1. Marcas tradicionales.
2. Marcas denominativas (también conocidas como nominativas o verbales).
3. Marcas figurativas.
4. Marcas mixtas.

Estos cuatro tipos de marcas se discuten en el contexto, destacando que las marcas tradicionales son las más comunes y que todas ellas cumplen con el requisito de la representación gráfica."
"10

componen exclusivamente de (i) las palabras o combinación de palabras, (ii) las letras,

(iii) los números o (iv) la combinación de los anteriores elementos.

Como característica principal, estas marcas pueden leerse y pronunciarse, ser recordadas por el público consumidor al ser escuchadas y son probablemente las marcas más sencillas de representar, como se puede ver con los siguientes ejemplos:

	Palabras	NIKE

	Combinación de Palabras	HEAD & SHOULDERS

	Letras	DHL

	Números	747

	Combinación de los elementos anteriores	212 BY CAROLINA HERRERA

También se consideran como denominativas las marcas compuestas, que están integradas por dos o más palabras, con o sin significado conceptual10, por ejemplo:

SANTA ANA INCA KOLA";Mediana;Qué tipo de marcas son NIKE y HEAD & SHOULDERS según el contexto proporcionado?;Según el contexto proporcionado, NIKE es una marca compuesta exclusivamente por palabras, mientras que HEAD & SHOULDERS es una marca compuesta por una combinación de palabras.
"SANTA ANA INCA KOLA

Para la CAN, suelen considerarse como marcas denominativas aquellos signos con caracteres latinos que correspondan a los usados en el lenguaje habitual o estándar en el país.

Nótese que la protección que otorga el registro de la marca denominativa generalmente no versa sobre cómo se aprecia el elemento denominativo gráficamente, sino en cómo se lee, se pronuncia y en la connotación, significado o sentido de que dota al producto o servicio al que se aplica.

Lo anterior, permite formular algunos criterios generales que debería cumplir la representación gráfica de una marca denominativa.

	En la solicitud deberá indicarse la denominación, conforme al estándar establecido por cada oficina11.";Mediana;Qué aspectos generalmente no se consideran en la protección otorgada por el registro de una marca denominativa?;Generalmente, la protección otorgada por el registro de una marca denominativa no versa sobre cómo se aprecia el elemento denominativo gráficamente. En otras palabras, no se evalúa cómo se ve o se muestra visualmente la marca en la solicitud de registro. Sí se considera cómo se lee, se pronuncia y el significado que da al producto o servicio al que se aplica.
"Se deberá utilizar una fuente negra y no incluir algún color, diseño o figuras.

11

	La indicación de la denominación de la marca deberá ser clara y no deberá tener tachaduras.";Mediana;Cuáles son los requisitos para la fuente a utilizar en la denominación de la marca según el documento?;Según el documento, la fuente negra debe utilizarse en la denominación de la marca y no se deben incluir colores, diseños o figuras.
"Las oficinas de propiedad industrial de Bolivia, Ecuador y Perú consideran que las letras y tipografía de la marca denominativa deberán ser caracteres latinos, pudiendo ser incluidos signos de puntuación o diacríticos y, si incluye números, estos deberán ser romanos o arábigos. La oficina de Colombia, por su parte, admite que puede registrarse como una marca denominativa un signo que contenga, total o parcialmente, caracteres no latinos o números no arábigos o romanos, a condición de que se presente por parte del solicitante una transliteración o una traducción de ese contenido a caracteres latinos o números arábigos.

Ejemplos de representación gráfica de una marca denominativa:

DOÑA GUSTA 212

AVÍCOLA SOFÍA GÜITIG POSTOBÓN

	Marcas figurativas.";Mediana;Cuáles son los requisitos para el uso de números en las marcas denominativas según las oficinas de propiedad industrial de Bolivia, Ecuador y Perú?;Según las oficinas de propiedad industrial de Bolivia, Ecuador y Perú, los requisitos para el uso de números en las marcas denominativas son que estos deben ser representados utilizando números romanos o arábigos. No se mencionan otros requisitos específicos para el uso de números en este contexto.
