context;importance;human;response
"Los signos a los que se aplica esta causal de irregistrabilidad son los que informan al consumidor de forma directa cuándo o dónde consumir los productos o contratar los servicios que pretende distinguir o cuál es la finalidad de los productos o servicios. Por ejemplo:

METAVERSO

Clase 36. Servicios financieros

Los metaversos son espacios virtuales donde las personas interactúan social y económicamente a través de avatares. En el caso concreto, la denominación METAVERSO para identificar servicios financieros, informa de forma directa que los servicios serán prestados en el entorno virtual. Por lo anterior, la citada expresión no puede otorgarse de manera exclusiva a un titular específico, ya que el término es descriptivo del destino de los servicios que se pretenden amparar.";Alta;Cuál es el motivo por el cual la denominación METAVERSO no puede ser registrada de manera exclusiva para identificar servicios financieros según el contexto proporcionado?;"La denominación METAVERSO no puede ser registrada de manera exclusiva para identificar servicios financieros porque informa directamente cuándo o dónde se prestarán esos servicios. En este caso, al usar ""METAVERSO"", se indica que los servicios financieros se proporcionarán en un entorno virtual, lo cual hace que el término sea descriptivo de la finalidad y el lugar de prestación de dichos servicios. Por lo tanto, no puede ser otorgada exclusivamente a un titular específico debido a su naturaleza descriptiva."
"Consideraciones para determinar si el signo supera esta prohibición:

	¿Dónde se pueden usar los productos o servicios?

105

	¿Con qué finalidad se usará el producto o se prestará el servicio?

Si la respuesta indica directamente el signo solicitado, este describe los productos o servicios.

Si la respuesta lleva a pensar que “puede” ser en tal lugar, en determinado momento, o para cierta finalidad, el signo será evocativo y, por ende, no estaría incurso en esta causal de irregistrabilidad.

	Si cuenta con elementos adicionales distintivos puede ser registrable.";Alta;Cuáles factores deben considerarse para determinar si un signo descriptivo supera la prohibición de irregistrabilidad?;"Para determinar si un signo descriptivo supera la prohibición de irregistrabilidad, se deben considerar los siguientes factores:

1. **Ubicación**: Se debe evaluar dónde se pueden usar los productos o servicios que están asociados con el signo.

2. **Finalidad**: Se debe determinar con qué finalidad se usará el producto o se prestará el servicio.

3. **Específica vs. Evocativa**: Si la respuesta a estos dos primeros puntos indica directamente los productos o servicios, entonces el signo describe estos bienes o servicios. Sin embargo, si la respuesta lleva a pensar que ""puede"" ser en tal lugar, en determinado momento, o para cierta finalidad, el signo será considerado evocativo y, por lo tanto, no estaría incurso en la causal de irregistrabilidad.

4. **Elementos Adicionales Distintivos**: Si el signo cuenta con elementos adicionales que lo hacen distintivo (es decir, capaces de identificar a un producto o servicio específico), entonces podría ser registrable incluso si originalmente era descriptivo.

Estos factores ayudan a determinar la capacidad del signo para superar su naturaleza descriptiva y lograr una distinción suficiente para ser registrado."
"En Perú, por ejemplo, el INDECOPI, en aplicación de esta prohibición, negó el registro del signo SÍ TE ENERGIZA, para distinguir cervezas; aguas minerales y otras bebidas sin alcohol; bebidas a base de frutas y zumos de frutas; siropes y otras preparaciones para elaborar bebidas de la clase 32, al considerar que la citada denominación será entendida por los consumidores como una denominación que se limita a resaltar una de las finalidades propias de los productos que se pretende distinguir, a saber, que los productos al ser consumidas producen el efecto de suministrar de energía a quien los consume, característica que es común de encontrar en el sector comercial de estos productos y por tanto dicha denominación no será percibida como indicadora de un origen empresarial determinado165.";Alta;Cuál fue la razón dada por INDECOPI para negar el registro del signo SÍ TE ENERGIZA?;"INDECOPI negó el registro del signo ""SÍ TE ENERGIZA"" porque consideró que dicha denominación sería entendida por los consumidores como una indicación de que los productos al ser consumidos producen el efecto de suministrar energía a quien los consume. Esta característica es común en el sector comercial de cervezas, aguas minerales y otras bebidas sin alcohol, así que la denominación no será percibida como indicadora de un origen empresarial determinado."
"Signos que describen el valor de los productos o servicios a distinguir.

En relación con los signos que indican el valor de los productos o servicios a distinguir se encuentra prohibido su registro toda vez que describen una característica del producto o servicio, los cuales deben ser libremente usados por todos los actores en el mercado. Por ejemplo:

HAMBURGUESA DE $99

Clase 29: alimentos procesados a base carne

El signo indica el valor de la hamburguesa, por lo tanto, no es registrable.

También está prohibido el registro como marca, por ser descriptivos, de los signos que manifiestan el valor de productos o servicios de manera más general como COMIDAS BARATAS para distinguir sándwiches o ALCOHOL CARO para distinguir vinos.";Alta;Cuáles signos no son registrables según el documento legal debido a que describen el valor de los productos o servicios?;"Según el documento legal proporcionado, los signos que no son registrables y describen el valor de los productos o servicios incluyen:

1. HAMBURGUESA DE $99 (Clase 29: alimentos procesados a base carne)
2. COMIDAS BARATAS (para distinguir sándwiches)
3. ALCOHOL CARO (para distinguir vinos)

Estos signos son descriptivos y no pueden registrarse ya que indican el valor de los productos o servicios, lo cual debe ser libremente usable por todos los actores en el mercado."
"Consideraciones para determinar si el signo supera esta prohibición:

	¿El signo en su conjunto indica el costo de los productos o servicios a distinguir?

	¿El signo manifiesta el valor de forma concreta de los productos o servicios a distinguir?

	Si cuenta con elementos adicionales distintivos puede ser registrable.

165 INDECOPI. Expediente No. 677604-2016.

106";Alta;Qué factores deben considerarse para determinar si un signo puede superar la prohibición de indicar el costo o el valor de los productos o servicios?;"Para determinar si un signo puede superar la prohibición de indicar el costo o el valor de los productos o servicios, se deben considerar los siguientes factores:

1. **Indicación del Costo**: El signo en su conjunto no debe indicar el costo de los productos o servicios a distinguir.
2. **Manifiesta el Valor**: El signo no debe manifestar el valor de forma concreta de los productos o servicios a distinguir.
3. **Elementos Adicionales Distintivos**: Si el signo cuenta con elementos adicionales que lo hacen distintivo, puede ser registrable.

Estos factores deben ser evaluados en conjunto para determinar la registrabilidad del signo según las normativas establecidas por INDECOPI (Instituto Nacional de Defensa y Promoción de la Competencia)."
"106

Por ejemplo, en aplicación de esta prohibición, en Bolivia, el SENAPI negó el registro del signo TODO BARATO, solicitado para identificar servicios de la clase 35166, toda vez que se consideró que el signo describe una característica de los productos que se comercializarán mediante el servicio de venta por mayor y menor, indicando que el valor de los productos que pondrá a disposición de los consumidores, tiene mejor precio que los de la competencia, dicho término será utilizado con fines publicitarios y como ventaja ante sus competidores, lo cual no es correcto.

	Signos que describen la procedencia geográfica de los productos o servicios a distinguir.";Alta;Cuál fue el motivo dado por SENAPI para negar el registro del signo TODO BARATO?;El motivo dado por SENAPI para negar el registro del signo TODO BARATO fue porque se consideró que este signo describe una característica de los productos que se comercializarán mediante el servicio de venta por mayor y menor, indicando que el valor de los productos es mejor que el de la competencia. Este término será utilizado con fines publicitarios y como ventaja ante sus competidores, lo cual no es correcto según las regulaciones aplicables.
"Estos signos son aquellos que indican o informan de manera directa la procedencia geográfica de los productos o servicios a distinguir. Por ejemplo:

FRIJOL DE COCHABAMBA

Clase 29: legumbres en conserva

Este signo no puede registrarse como marca porque es indicativo del lugar de origen y por tanto describe la procedencia geográfica de los productos a distinguir.

Existen signos que pueden sugerir que los productos provienen de una zona geográfica pero claramente no los describen, por ejemplo, para el caso anterior, para distinguir esas legumbres, EL COCHABAMBINO LOCO, puede ser una expresión sugestiva del lugar de origen, pero que no lo indica directamente.

Consideraciones para determinar si el signo supera esta prohibición:

	¿De dónde es el producto o servicio?";Alta;Qué consideración se debe tener en cuenta al determinar si un signo descriptivo de origen geográfico puede registrarse como marca?;"Para determinar si un signo descriptivo de origen geográfico puede registrarse como marca, se debe considerar:

- **De dónde es el producto o servicio?**: Esta pregunta es crucial. Si el nombre directamente indica la procedencia geográfica (como ""FRIJOL DE COCHABAMBA""), entonces no puede registrarse como marca debido a que describe la procedencia del producto.

Sin embargo, si existe un signo que sugiere pero no directamente indica el lugar de origen (como ""EL COCHABAMBINO LOCO""), este podría ser considerado para registro ya que no describe de manera clara y directa la procedencia geográfica."
"Si la respuesta está incluida en el signo, este será descriptivo.

	Si la respuesta no es directa y solo lleva a pensar que puede ser de un lugar, la marca es evocativa.

	Si cuenta con elementos adicionales suficientemente distintivos puede ser registrable.

	Signos que describen la época de producción de los productos a distinguir.

La información sobre la época de producción de un producto puede ser determinante para que el consumidor se decida en adquirirlo, por lo que conceder la exclusividad a un particular sería contrario a las reglas de libre competencia.";Alta;Cuáles factores pueden influir en la registrabilidad de una marca según el contexto proporcionado?;"Según el contexto proporcionado, los factores que pueden influir en la registrabilidad de una marca son:

1. **Descripción del Signo**: Si el signo (marca) es descriptivo, esto puede afectar negativamente su registrabilidad.

2. **Evoquación de Elementos Adicionales Distintivos**: La presencia de elementos que sean suficientemente distintivos puede favorecer la registrabilidad de la marca.

3. **Información sobre la Época de Producción**: El hecho de incluir información sobre la época de producción en el signo puede hacerlo menos apto para la registración, ya que podría considerarse contrario a las reglas de libre competencia permitir exclusividad sobre información que influye en la decisión del consumidor.

Estos factores son cruciales para determinar si una marca cumple con los requisitos necesarios para ser registrada."
"Ahora bien, no necesariamente porque el signo contenga elementos que pudieran inferir una fecha debe ser denegado, pues esa información no necesariamente está relacionada con el producto o su época de producción, o bien, no es indispensable para que el

166 SENAPI. Expediente No. SM 200354-2020.

107

consumidor pueda determinar su compra, por ejemplo, en Colombia, la SIC concedió el registro de la marca mixta 1925 eyewear, para identificar productos de la clase 9: (aparatos ópticos, estuches para lentes y monturas, lentes de contacto, gafas, monturas, lentes para gafas, lupas, artículos de óptica):167

Aquí es claro que, aunque se puede inferir que el número es un año, no es una característica inherente al producto que pueda ser descriptiva y, por lo tanto, esta marca sí es registrable.";Alta;Cuál fue el resultado de la solicitud de registro para la marca mixta 1925 eyewear en Colombia?;"La solicitud de registro para la marca mixta ""1925 eyewear"" en Colombia resultó en su concesión. La SIC (Superintendencia de Industria y Comercio) concedió el registro de esta marca, lo que indica que fue aprobada para identificar los productos relacionados con aparatos ópticos y otros elementos relacionados mencionados en el contexto."
"Consideraciones para determinar si el signo supera esta prohibición:

	¿Es factible determinar a primera impresión que la marca se refiere a una época?

	De ser el caso que sí se refiere a una época, ¿se puede inferir que esté relacionada con los productos a distinguir por el signo?

	Si cuenta con elementos adicionales distintivos, puede ser registrable. Es muy común que se presenten solicitudes de signos que contengan dentro de los elementos denominativos, el año de inicio de actividades del solicitante, usualmente se presentan como “desde (...)” o la expresión equivalente en inglés “since (…)” o “Est (…)”. Estos elementos pueden hacer parte del conjunto marcario, pero deberán acompañarse de elementos suficientemente distintivos.";Alta;Cuáles son los factores a considerar para determinar si una marca que se refiere a una época puede ser registrable según el contexto proporcionado?;"Para determinar si una marca que se refiere a una época puede ser registrable, se deben considerar varios factores:

1. **Identificación de la Época**: Es crucial poder determinar a primera vista que la marca se refiere a una época específica.

2. **Relación con los Productos Distinguidos**: Se debe evaluar si la época en cuestión tiene alguna relación directa o indirecta con los productos o servicios que se pretenden distinguir mediante el signo.

3. **Elementos Adicionales Distintivos**: Si la marca cuenta con elementos adicionales que son suficientemente distintivos, esto puede contribuir a su registrabilidad. Por ejemplo, el uso de expresiones como ""desde (...)"" o ""since (...)"" para indicar el año de inicio de actividades del solicitante pueden ser parte del conjunto marcario, siempre y cuando se acompañen de otros elementos que hagan la marca distintiva.

Estos factores ayudan a evaluar si una marca que menciona una época puede ser considerada registrable en función de su capacidad para distinguir los productos o servicios relacionados."
