context;importance;human;response
"Partiendo de esta definición, entendemos que las prohibiciones establecidas en los literales j) (denominaciones de origen) y k) (denominaciones de origen para bebidas espirituosas), son exclusivas para denominaciones de origen mientras que el presente supuesto aplica para todas aquellas indicaciones geográficas que caben en el concepto establecido por ADPIC.

Así las cosas, cuando un signo consista en una indicación geográfica ya sea nacional o extranjera y pueda existir un riesgo de confusión respecto a los productos o servicios a los que aplique, se deberá negar el registro. Por ejemplo:

TOSCANA

Clase 29: Aceites comestibles";Alta;Cuál sería el resultado del registro para una marca que consiste en la indicación geográfica Toscana en la Clase 29, relacionada con aceites comestibles?;"Basándonos en el contexto proporcionado, si una marca consiste en la indicación geográfica ""Toscana"" y se relaciona con aceites comestibles (Clase 29), se debería negar el registro debido al riesgo de confusión. Esto se debe a que Toscana es un lugar conocido por su producción de aceites, y usar este nombre podría llevar a la confusión entre los consumidores sobre la origen real del producto."
"Este signo consta de la indicación geográfica italiana que identifica aceite de oliva. Este es un caso donde la solicitud se debe negar, siempre que la indicación se encuentre protegida en el País Miembro donde se invoque su protección.

Consideraciones para determinar si el signo supera esta prohibición:

	¿El signo solicitado consiste en una indicación geográfica nacional o extranjera debidamente protegida en el País Miembro donde se analiza la solicitud de registro?

	¿el registro del signo solicitado puede inducir a confusión al consumidor?

127";Alta;El registro del signo solicitado puede inducir a confusión al consumidor?;"Según el contexto proporcionado, se menciona que si la indicación geográfica italiana utilizada en el signo solicitado está protegida en el País Miembro donde se analiza la solicitud de registro, entonces la solicitud se debe negar. Esto implica que el registro del signo solicitado podría inducir a confusión al consumidor, ya que la indicación geográfica podría ser asociada incorrectamente con un producto que no proviene realmente de esa región.

Por lo tanto, si la indicación geográfica italiana está protegida en el País Miembro, el registro del signo solicitado puede inducir a confusión al consumidor."
"127

	Signos que reproduzcan o imiten escudos de armas, banderas, emblemas, signos oficiales de control y garantía de los Estados, emblemas, siglas o denominaciones de organizaciones internacionales intergubernamentales (literal m) artículo 135 DA 486).

El literal m) del artículo 135 de la DA 486 establece:

“Artículo 135.- No podrán registrarse como marcas los signos que: (…)";Alta;Cuáles signos están excluidos según el literal m) del artículo 135 de la DA 486 para ser registrados como marcas?;Según el literal m) del artículo 135 de la DA 486, los signos que reproduzcan o imiten escudos de armas, banderas, emblemas, signos oficiales de control y garantía de los Estados, emblemas, siglas o denominaciones de organizaciones internacionales intergubernamentales están excluidos para ser registrados como marcas.
"reproduzcan o imiten, sin permiso de las autoridades competentes, bien sea como marcas, bien como elementos de las referidas marcas, los escudos de armas, banderas, emblemas, signos y punzones oficiales de control y de garantía de los Estados y toda imitación desde el punto de vista heráldico, así como los escudos de armas, banderas y otros emblemas, siglas o denominaciones de cualquier organización internacional;”

Este precepto legal deviene del cumplimiento que los Países Miembros de la CAN deben dar al Artículo 6ter del Convenio de París, del cual todos son parte.";Alta;Qué elementos están prohibidos ser reproducidos o imitados según este precepto legal?;"Según el precepto legal proporcionado, los siguientes elementos están prohibidos para ser reproducidos o imitados sin permiso de las autoridades competentes:

1. Marcas: Esto incluye tanto marcas como elementos que forman parte de ellas.
2. Escudos de armas: Estos son símbolos heráldicos que representan entidades, familias u organizaciones.
3. Banderas: Son los estandartes oficiales utilizados por diferentes entidades y organismos.
4. Emblemas: Son signos gráficos que representan ideas, instituciones o grupos.
5. Signos y punzones oficiales de control y garantía: Estos son marcas registradas u otros signos distintivos utilizados para identificar productos o servicios bajo un sistema oficial de control y garantía.
6. Escudos de armas, banderas y otros emblemas, siglas o denominaciones de cualquier organización internacional: Esto incluye símbolos, iniciales o nombres de organizaciones que operan a nivel mundial.

Estos elementos están protegidos para evitar la confusión entre marcas y asegurar la autenticidad y calidad de productos y servicios relacionados con las entidades o organizaciones mencionadas."
El propósito del Artículo 6ter es impedir que se registren o utilicen como marcas, o como elementos de marcas, sin la autorización de la autoridad competente: escudos de armas, banderas, signos o punzones oficiales de control y de garantía adoptados por los Estados, así como banderas, emblemas, nombres y siglas de organizaciones internacionales intergubernamentales de las que son miembros uno o más Estados parte en el Convenio de París. El Artículo 6ter no crea un derecho de marca, ni ningún otro tipo de derecho de propiedad intelectual sobre los signos que esta disposición abarca206.;Alta;Qué tipos de signos están excluidos del registro como marcas según el Artículo 6ter?;"Según el Artículo 6ter, los siguientes tipos de signos están excluidos del registro como marcas:

1. Escudos de armas
2. Banderas
3. Signos o punzones oficiales de control y garantía adoptados por los Estados
4. Banderas, emblemas, nombres y siglas de organizaciones internacionales intergubernamentales de las que son miembros uno o más Estados partes en el Convenio de París.

Este artículo no crea derechos de marca ni otros tipos de propiedad intelectual sobre estos signos específicos mencionados."
"La protección conferida a los signos o punzones oficiales de control y de garantía es más limitada que la protección conferida a los emblemas de Estado. El Artículo 6ter.2) dispone que, en el caso de signos oficiales de control y de garantía, la disposición “se aplicará solamente en los casos en que las marcas que los contengan estén destinadas a ser utilizadas sobre mercancías del mismo género o de un género similar”.

Para la aplicación del Artículo 6ter, la parte que la solicita ha de comunicar por conducto

de la Oficina Internacional de la OMPI el signo o los signos de que se trate a las partes

obligadas a aplicar dicho Artículo (es decir los Estados Parte en el Convenio de París y

los miembros de la Organización Mundial del Comercio –OMC– que no son parte de dicho";Alta;Cuáles son las condiciones para la aplicación del Artículo 6ter en relación con signos oficiales de control y garantía?;"Según el contexto proporcionado, las condiciones para la aplicación del Artículo 6ter en relación con signos oficiales de control y garantía son:

1. La marca debe contener el signo oficial de control o garantía.
2. Las mercancías sobre las que se utilizará la marca deben pertenecer al mismo género o a un género similar.

Además, para aplicar el Artículo 6ter, la parte que lo solicita debe comunicar al menos uno de los siguientes:

- El signo oficial de control o garantía en cuestión.
- Los signos oficiales de control o garantía relevantes.

Esta comunicación se realiza a través de la Oficina Internacional de la Organización Mundial de la Propiedad Intelectual (OMPI) y es dirigida a las partes obligadas, que incluyen a los Estados Parte en el Convenio de París y a los miembros de la Organización Mundial del Comercio (OMC) que no son parte del Convenio de París."
"Convenio). Ello se realiza mediante una solicitud de comunicación transmitida a la Oficina

Internacional que, a continuación, comunica los signos de que se trate, en forma de

publicación electrónica semestral en la base de datos “Artículo 6ter Express”, en el sitio

128

web de la OMPI207. La comunicación de banderas de Estados no es obligatoria, aunque los Estados pueden solicitarla, si así lo desean208.

Los Países Miembros de la CAN han comunicado, entre otros, los siguientes signos al amparo del Artículo 6ter del Convenio de París:

Perú como punzón oficial209

Escudo de armas del Ecuador210";Alta;Cuáles son los signos comunicados por Perú y Ecuador según el artículo 6ter del Convenio de París?;"Según el contexto proporcionado, los signos comunicados son:

- Perú ha comunicado su punzón oficial.
- Ecuador ha comunicado su escudo de armas."
"El TJCA ha indicado que la razón de esta prohibición es la de “… evitar el uso abusivo de tales signos oficiales con la intención de simular un patrocinio de parte del Estado u Organización aludida o pretender un supuesto origen del producto.” 211

En ese sentido, el TJCA también señaló que esta prohibición no es del todo absoluta, pues si logra la autorización correspondiente, el solicitante podría obtener el registro de una marca.

Consideraciones para determinar si el signo supera esta prohibición:

	Sólo aplica si los escudos de armas, banderas, emblemas, signos y punzones oficiales de control y de garantía identifican a un Estado o a una organización internacional intergubernamental.";Alta;Cuáles son las condiciones bajo las cuales se puede obtener el registro de una marca que incluya escudos de armas, banderas, emblemas, signos u punzones oficiales?;Según el contexto proporcionado, se puede obtener el registro de una marca que incluya escudos de armas, banderas, emblemas, signos u punzones oficiales si se logra la autorización correspondiente. Sin embargo, no se detalla en qué consiste exactamente esta autorización ni cuáles son los procedimientos para obtenerla.
"El signo se negará por el simple hecho de imitar o reproducir estos signos que correspondan a un Estado o una organización internacional intergubernamental.

	Si el solicitante cuenta con una autorización de la autoridad competente del Estado o de la organización internacional intergubernamental, el signo es registrable.

	

	

	

	

En Colombia, por ejemplo, la SIC negó el registro del signo mixto LA TORTA ITALIANA 1990212:";Alta;Cuáles son las condiciones bajo las cuales un signo puede ser registrado según el contexto proporcionado?;"Según el contexto proporcionado, un signo puede ser registrado bajo las siguientes condiciones:

1. No debe imitar o reproducir signos que correspondan a un Estado o una organización internacional intergubernamental.
2. Si el solicitante cuenta con una autorización de la autoridad competente del Estado o de la organización internacional intergubernamental, entonces sí será registrable.

Estas son las condiciones principales mencionadas en el contexto para el registro de signos."
La SIC señaló que en este caso “se evidencia que en el grafico solicitado se incluye una combinación arbitraria de tres tonalidades que confunden al consumidor llevándolo a pensar que se trata de la bandera de Italia. No obstante, lo anterior, si bien la Dirección no se refirió al elemento nominativo solicitado, el elemento figurativo constituye una reproducción de una bandera protegida que no puede ser usada por empresarios sin autorización. Al verificar los documentos obrantes en el expediente de la referencia no se encuentra título alguno mediante el cual el Estado Italiano haya otorgado autorización para la utilización de ese símbolo oficial dentro del conjunto marcario, lo que implica la negación de este”.;Alta;Cuál es el motivo principal por el cual se negó el registro de la marca en cuestión según la SIC?;El motivo principal por el cual se negó el registro de la marca en cuestión según la SIC es que la combinación de tonalidades utilizada en el gráfico solicitado presenta una confusión potencial con la bandera de Italia. La Dirección indicó que esta combinación, aunque no reproduce exactamente la bandera italiana, puede llevar al consumidor a pensar erróneamente que se trata de ella. Además, el elemento figurativo constituye una reproducción de una bandera protegida y no puede ser utilizado por empresarios sin autorización del Estado Italiano. Como no hay título alguno otorgado por el Estado Italiano para la utilización de ese símbolo oficial en el conjunto marcario, esto resultó en la negación del registro.
