context;importance;human;response
"Descuentos: Si aplica a un descuento, adjunte el certificado correspondiente emitido por la Unidad Financiera. Los beneficiarios incluyen:

MIPYMES

Investigadores independientes

Instituciones de educación superior

Entidades públicas

Agricultores y organizaciones empresariales campesinas

Empresas de economía popular y solidaria

Artesanos.";Alta;Qué tipos de beneficiarios se incluyen para aplicar a un descuento según el documento?;"Según el documento, los beneficios para aplicar a un descuento están disponibles para:

- MIPYMES (Pequeñas y Medianas Empresas)
- Investigadores independientes
- Instituciones de educación superior
- Entidades públicas
- Agricultores
- Organizaciones empresariales campesinas
- Empresas de economía popular y solidaria
- Artesanos."
"Artesanos.

El descuento es del 50% sobre el valor total de la tasa ($208 USD).

Conclusión

Este instructivo le guía a través de cada paso necesario para registrar su signo distintivo, asegurando que comprenda las diferentes categorías de signos y cómo seleccionar la adecuada. Siga cada paso cuidadosamente para completar el proceso de manera efectiva.";Alta;Cuál es el descuento aplicable sobre el valor total de la tasa para los artesanos?;El descuento aplicable sobre el valor total de la tasa para los artesanos es del 50%, lo que significa que el costo será de $104 USD ($208 USD dividido por 2).
"Instructivo para Llenar el Formulario de Registro de Signos Distintivos

1. Creación de Casillero Virtual

Antes de llenar el formulario, es fundamental que cree un casillero virtual, donde recibirá todas las notificaciones relacionadas con el proceso de registro. Si ya tiene un casillero virtual, puede omitir este paso y dirigirse al numeral 7.

Acceso a la página web del SENADI: Visite www.derechosintelectuales.gob.ec.

Navegación: En la esquina superior izquierda, haga clic en ""MENÚ"", luego seleccione ""PROGRAMAS/SERVICIOS"".

Ingreso al sistema: Acceda a ""SERVICIOS EN LÍNEA"" y luego ""CASILLERO"".

Datos solicitados: Complete los datos requeridos. Si es persona natural, proporcione su número de cédula. Si es persona jurídica, ingrese el RUC de la empresa.";Mediana;Qué información se debe proporcionar según el instructivo para ser persona natural o persona jurídica al completar los datos solicitados en el casillero virtual?;Para ser persona natural, se debe proporcionar su número de cédula. Para ser persona jurídica, se debe ingresar el RUC de la empresa.
"Verificación: Revise su correo electrónico para recibir su usuario y una contraseña provisional. Luego, haga clic en el enlace proporcionado y acceda a ""MI CASILLERO"", donde deberá cambiar la contraseña por una definitiva.

Inicio de sesión: Ingrese con su usuario, cédula o RUC, y la nueva contraseña.

2. Proceso de Registro de Signos Distintivos

Una vez que haya creado su casillero virtual, siga estos pasos:

Acceso al formulario:

Regrese a la página principal de SENADI, seleccione ""PROGRAMAS/SERVICIOS"", luego ""SERVICIOS EN LÍNEA"" y acceda a ""SOLICITUDES EN LÍNEA"".

Ingrese con su usuario y contraseña.

Selección de tipo de registro:

En la siguiente pantalla, seleccione ""Registro - Solicitud de Signos Distintivos"".

Rellenar el formulario:";Mediana;Cómo se debe proceder para cambiar la contraseña después de recibir el usuario provisional?;"Después de recibir su usuario y contraseña provisional por correo electrónico, debe hacer clic en el enlace proporcionado para acceder a ""MI CASILLERO"". Allí deberá cambiar la contraseña por una definitiva."
"Rellenar el formulario:

Naturaleza del signo: Elija la opción que mejor se ajuste a su signo.

Denominativo: Solo contiene letras, números o signos (Ej.: ""MarcaX"").

Mixto: Combina letras, números y gráficos o colores especiales (Ej.: Letras con logotipo).

Figurativo: Solo gráficos (Ej.: Un logo sin texto).

Tridimensional: Signos que consisten en envases o productos con tres dimensiones (Ej.: Forma de botella).

Sonoro: Representado por un sonido.

Olfativo: Representado por un olor.

Táctil: Caracterizado por una textura particular.

Tipo de signo: Aquí selecciona el tipo específico de signo que desea registrar.

Marca de productos: Aplica a un producto específico.

Marca de servicios: Se refiere a la prestación de un servicio.

Nombre comercial: Identifica un negocio comercial.";Mediana;Cuáles son los tipos de signos que se pueden registrar según el documento?;"Según el documento, los tipos de signos que se pueden registrar son:

1. Denominativo: Solo contiene letras, números o signos (Ej.: ""MarcaX"").
2. Mixto: Combina letras, números y gráficos o colores especiales (Ej.: Letras con logotipo).
3. Figurativo: Solo gráficos (Ej.: Un logo sin texto).
4. Tridimensional: Signos que consisten en envases o productos con tres dimensiones (Ej.: Forma de botella).
5. Sonoro: Representado por un sonido.
6. Olfativo: Representado por un olor.
7. Táctil: Caracterizado por una textura particular.

Además, se menciona que debe seleccionar el tipo específico de signo en la opción ""Tipo de signo"", pero no se detalla qué tipos específicos son allí."
"Lema comercial: Slogan o frase que acompaña una marca registrada.

Indicación de procedencia: Designa un país, región o lugar específico de origen.

Denominación de origen: Identifica un producto que proviene de una región y cumple con ciertos requisitos (Ej.: Vinos).

Apariencia distintiva: Se refiere a la imagen de un local comercial con características únicas (Ej.: Fachada o decoración).

Marca colectiva: Adoptada por una asociación para distinguir productos o servicios de sus miembros.

Marca de certificación: Aplica a productos o servicios que cumplen con ciertos estándares de calidad.

Denominación: Incluya todas las letras, números o signos del signo que está registrando, sin comillas u otros elementos adicionales.";Mediana;Qué tipo de marca se utiliza para distinguir los productos o servicios de los miembros de una asociación?;Marca colectiva
"País de nacionalidad: Seleccione su país de nacionalidad. Si es una marca extranjera, revise el artículo 98 del Código Orgánico de la Economía Social del Conocimiento.

Descripción clara y completa del signo: En caso de marcas mixtas o figurativas, describa todos los elementos gráficos y de diseño. Ejemplo: ""Consiste en la denominación XYZ escrita en letras rojas acompañada de un logotipo de círculo negro"".

Imagen: Si su marca es mixta, figurativa o tridimensional, suba la imagen correspondiente del signo.

Identificación del solicitante: Indique si es persona natural o jurídica. Recuerde que el signo puede pertenecer a más de una persona.

Representación legal: Si actúa a través de un representante legal, complete los datos correspondientes.";Mediana;Qué información se requiere para registrar una marca según el contexto proporcionado?;"Para registrar una marca según el contexto proporcionado, se requiere la siguiente información:

1. **País de nacionalidad**: Debe seleccionarse el país de nacionalidad del solicitante.

2. **Descripción clara y completa del signo**: 
   - Para marcas mixtas o figurativas, es necesario describir todos los elementos gráficos y de diseño.
   - Ejemplo: ""Consiste en la denominación XYZ escrita en letras rojas acompañada de un logotipo de círculo negro"".

3. **Imagen**:
   - Si se trata de una marca mixta, figurativa o tridimensional, debe subirse la imagen correspondiente del signo.

4. **Identificación del solicitante**: 
   - Se debe indicar si el solicitante es persona natural o jurídica.
   - También se menciona que el signo puede pertenecer a más de una persona.

5. **Representación legal**:
   - Si el registro se realiza a través de un representante legal, deben completarse los datos correspondientes.

Estas son las principales obligaciones y detalles necesarios según el contexto proporcionado para registrar una marca."
"Enumeración de productos o servicios (Clasificación de Niza):

Marcas de productos: Elija productos entre las clases 1 a 34.

Marcas de servicios: Elija servicios entre las clases 35 a 45.

Nombres comerciales: No tienen clase internacional, seleccione el código 91.

Lemas comerciales: No tienen clase internacional, seleccione el código 90.

Puede verificar las clases correspondientes en: https://www.wipo.int/nice.

Prioridad: Si su marca ha sido registrada previamente en otro país, adjunte el documento de respaldo.

Datos del abogado: No es obligatorio contar con un abogado para iniciar el trámite, pero es recomendable debido a la naturaleza técnica del proceso.";Mediana;Cuáles son las clases internacionales para marcas de productos y servicios según el documento?;Las clases internacionales para marcas de productos son las clases 1 a 34. Para marcas de servicios, las clases son las clases 35 a 45.
"Anexos: Adjunte los documentos necesarios, como nombramientos de representante legal o poderes de representación en caso de personas jurídicas o extranjeras.

Descuentos: Si aplica a un descuento, adjunte el certificado correspondiente emitido por la Unidad Financiera. Los beneficiarios incluyen:

MIPYMES

Investigadores independientes

Instituciones de educación superior

Entidades públicas

Agricultores y organizaciones empresariales campesinas

Empresas de economía popular y solidaria

Artesanos.

El descuento es del 50% sobre el valor total de la tasa ($208 USD).

Conclusión";Mediana;Cuáles son los beneficiarios que pueden aplicar para un descuento en la tasa de patente?;"Los beneficiarios que pueden aplicar para un descuento en la tasa de patente incluyen:

- MIPYMES (Micro, Pequeñas y Medianas Empresas)
- Investigadores independientes
- Instituciones de educación superior
- Entidades públicas
- Agricultores y organizaciones empresariales campesinas
- Empresas de economía popular y solidaria
- Artesanos."
"Conclusión

Este instructivo le guía a través de cada paso necesario para registrar su signo distintivo, asegurando que comprenda las diferentes categorías de signos y cómo seleccionar la adecuada. Siga cada paso cuidadosamente para completar el proceso de manera efectiva.";Mediana;Cuáles son los pasos necesarios para registrar un signo distintivo según este instructivo?;"Según el contexto proporcionado, este instructivo no detalla específicamente cuáles son los pasos necesarios para registrar un signo distintivo. En su lugar, menciona que guiará a través de cada paso necesario pero no lista esos pasos. Por lo tanto, la respuesta es:

NO INFORMATION"
